Date,Month,Year,precipitation,temperature
24/03/1998,3,1998,0.3,24.8
25/03/1998,3,1998,8.1,24.8
26/03/1998,3,1998,0,23
27/03/1998,3,1998,1.3,22.4
28/03/1998,3,1998,0,22
29/03/1998,3,1998,0,21
30/03/1998,3,1998,3,21.6
31/03/1998,3,1998,0,22
01/04/1998,4,1998,1.1,20
02/04/1998,4,1998,0,21.8
03/04/1998,4,1998,3,23
04/04/1998,4,1998,7.7,21
05/04/1998,4,1998,29.5,21.4
06/04/1998,4,1998,13.5,20
07/04/1998,4,1998,37.8,20
08/04/1998,4,1998,2.3,21
09/04/1998,4,1998,0,21
10/04/1998,4,1998,0,20.8
11/04/1998,4,1998,0,22.2
12/04/1998,4,1998,0.6,22
13/04/1998,4,1998,0,22.8
14/04/1998,4,1998,44.4,21.8
15/04/1998,4,1998,0,21
16/04/1998,4,1998,0,23
17/04/1998,4,1998,27,21.6
18/04/1998,4,1998,18,19
19/04/1998,4,1998,0,18.6
20/04/1998,4,1998,1.8,19
21/04/1998,4,1998,4.5,19.2
22/04/1998,4,1998,12.6,22
23/04/1998,4,1998,5.2,22.2
24/04/1998,4,1998,13.5,20.2
25/04/1998,4,1998,1.8,21.6
26/04/1998,4,1998,14.8,20
27/04/1998,4,1998,3.5,21.2
28/04/1998,4,1998,0,20.2
29/04/1998,4,1998,8.9,21.6
30/04/1998,4,1998,0,22
01/05/1998,5,1998,0,21.8
02/05/1998,5,1998,0,23
03/05/1998,5,1998,6.9,21
04/05/1998,5,1998,6.9,18.6
05/05/1998,5,1998,3.7,21.6
06/05/1998,5,1998,1,21.6
07/05/1998,5,1998,23,21.6
08/05/1998,5,1998,11.2,20
09/05/1998,5,1998,2,20.4
10/05/1998,5,1998,0,20
11/05/1998,5,1998,1.5,21.6
12/05/1998,5,1998,18,21.4
13/05/1998,5,1998,18.4,20.2
14/05/1998,5,1998,5.5,19
15/05/1998,5,1998,18.6,20.8
16/05/1998,5,1998,7.2,19.1
17/05/1998,5,1998,8.1,19.2
18/05/1998,5,1998,0,19.6
19/05/1998,5,1998,16.5,20.4
20/05/1998,5,1998,27.4,16.8
21/05/1998,5,1998,19.2,16.4
22/05/1998,5,1998,73.1,17
23/05/1998,5,1998,4.5,18
24/05/1998,5,1998,6.6,16
25/05/1998,5,1998,11,19
26/05/1998,5,1998,45.6,17
27/05/1998,5,1998,17.4,17
28/05/1998,5,1998,0,17.1
29/05/1998,5,1998,29.3,18.4
30/05/1998,5,1998,10.9,16
31/05/1998,5,1998,1.3,16.4
01/06/1998,6,1998,18.7,18
02/06/1998,6,1998,18.2,16.8
03/06/1998,6,1998,8.7,18
04/06/1998,6,1998,10.5,19.1
05/06/1998,6,1998,29.8,17.8
06/06/1998,6,1998,20.3,17
07/06/1998,6,1998,1.8,17.6
08/06/1998,6,1998,0.3,18.4
09/06/1998,6,1998,6,19.8
10/06/1998,6,1998,15.8,18.4
11/06/1998,6,1998,3.2,19.4
12/06/1998,6,1998,6,19
13/06/1998,6,1998,18.4,19
14/06/1998,6,1998,5.2,19.4
15/06/1998,6,1998,16.3,20
16/06/1998,6,1998,0,20.6
17/06/1998,6,1998,4.5,21.8
18/06/1998,6,1998,6.4,21.4
19/06/1998,6,1998,3.3,20.6
20/06/1998,6,1998,4.8,19.6
21/06/1998,6,1998,26.2,19.4
22/06/1998,6,1998,15.2,19.6
23/06/1998,6,1998,2.7,19.1
24/06/1998,6,1998,25,18.8
25/06/1998,6,1998,23.1,18.6
26/06/1998,6,1998,41.3,19.8
27/06/1998,6,1998,1.6,20.1
28/06/1998,6,1998,25.8,18.4
29/06/1998,6,1998,9.6,17.8
30/06/1998,6,1998,7.6,17.2
01/07/1998,7,1998,13.3,19.8
02/07/1998,7,1998,3.3,19.9
03/07/1998,7,1998,22.7,20
04/07/1998,7,1998,6.5,19.4
05/07/1998,7,1998,1.8,19.8
06/07/1998,7,1998,29.8,19.4
07/07/1998,7,1998,12,17.4
08/07/1998,7,1998,4.2,19
09/07/1998,7,1998,16,18.2
10/07/1998,7,1998,23.6,19.8
11/07/1998,7,1998,9.5,19.2
12/07/1998,7,1998,3.3,17.8
13/07/1998,7,1998,1.6,20.8
14/07/1998,7,1998,2.3,20.8
15/07/1998,7,1998,8.1,20
16/07/1998,7,1998,5.8,17
17/07/1998,7,1998,0.5,19.2
18/07/1998,7,1998,4.4,19.6
19/07/1998,7,1998,0.2,20.2
20/07/1998,7,1998,7.2,21
21/07/1998,7,1998,3,20.4
22/07/1998,7,1998,10.1,20.6
23/07/1998,7,1998,10,21
24/07/1998,7,1998,11.1,20.4
25/07/1998,7,1998,7.4,20.4
26/07/1998,7,1998,1,20
27/07/1998,7,1998,0,21.6
28/07/1998,7,1998,2,22
29/07/1998,7,1998,4.4,22.4
30/07/1998,7,1998,0.6,22.4
31/07/1998,7,1998,0.8,20
01/08/1998,8,1998,2.5,21.6
02/08/1998,8,1998,0.5,21.4
03/08/1998,8,1998,0,20.8
04/08/1998,8,1998,20.3,21.4
05/08/1998,8,1998,0.7,21.2
06/08/1998,8,1998,0.3,22.4
07/08/1998,8,1998,0,22.6
08/08/1998,8,1998,0,22
09/08/1998,8,1998,45.5,22.4
10/08/1998,8,1998,3.4,20.8
11/08/1998,8,1998,14,21.8
12/08/1998,8,1998,24.4,21.6
13/08/1998,8,1998,0,22.4
14/08/1998,8,1998,0,22.2
15/08/1998,8,1998,2.1,22.6
16/08/1998,8,1998,23,20.8
17/08/1998,8,1998,0.3,19.8
18/08/1998,8,1998,4,22
19/08/1998,8,1998,5.6,21.6
20/08/1998,8,1998,2,22.2
21/08/1998,8,1998,4.1,21.4
22/08/1998,8,1998,0,22.8
23/08/1998,8,1998,0,22.4
24/08/1998,8,1998,0,22.2
25/08/1998,8,1998,0,22.3
26/08/1998,8,1998,1,22.8
27/08/1998,8,1998,6.2,18.6
28/08/1998,8,1998,3.2,22.4
29/08/1998,8,1998,0,21
30/08/1998,8,1998,0,21.9
31/08/1998,8,1998,0,22.4
01/09/1998,9,1998,0,23
02/09/1998,9,1998,0,23
03/09/1998,9,1998,0,23.2
04/09/1998,9,1998,1,19
05/09/1998,9,1998,4.3,20.4
06/09/1998,9,1998,23,16.8
07/09/1998,9,1998,63.5,19
08/09/1998,9,1998,8,19.6
09/09/1998,9,1998,9.3,19.9
10/09/1998,9,1998,104.3,18
11/09/1998,9,1998,0.4,19
12/09/1998,9,1998,4.9,19.2
13/09/1998,9,1998,8.7,23
14/09/1998,9,1998,13,21.6
15/09/1998,9,1998,0,21.9
16/09/1998,9,1998,14,21
17/09/1998,9,1998,25.3,19.6
18/09/1998,9,1998,8.3,20
19/09/1998,9,1998,0.5,20.8
20/09/1998,9,1998,0,22.2
21/09/1998,9,1998,0,22
22/09/1998,9,1998,0,21.4
23/09/1998,9,1998,0,21.8
24/09/1998,9,1998,0,23.2
25/09/1998,9,1998,0,22.2
26/09/1998,9,1998,0,21.8
27/09/1998,9,1998,0,21
28/09/1998,9,1998,0,21.6
29/09/1998,9,1998,0,21.6
30/09/1998,9,1998,0,21.2
01/10/1998,10,1998,0,21.2
02/10/1998,10,1998,0,21.3
03/10/1998,10,1998,0,22.4
04/10/1998,10,1998,0,21
05/10/1998,10,1998,0,21
06/10/1998,10,1998,0,24.2
07/10/1998,10,1998,0,22.6
08/10/1998,10,1998,0,22.6
09/10/1998,10,1998,0,20.4
10/10/1998,10,1998,0,22.2
11/10/1998,10,1998,12.3,22.3
12/10/1998,10,1998,0,21.6
13/10/1998,10,1998,0,22
14/10/1998,10,1998,0,23.4
15/10/1998,10,1998,0,23
16/10/1998,10,1998,0,22
17/10/1998,10,1998,0,24.9
18/10/1998,10,1998,0,21
19/10/1998,10,1998,0,22
20/10/1998,10,1998,0,21.6
21/10/1998,10,1998,2.3,21.1
22/10/1998,10,1998,0,21.4
23/10/1998,10,1998,0,21.8
24/10/1998,10,1998,0,23
25/10/1998,10,1998,0,22.6
26/10/1998,10,1998,0,23
27/10/1998,10,1998,0,22.6
28/10/1998,10,1998,49.9,21
29/10/1998,10,1998,2.9,21
30/10/1998,10,1998,6,20.2
31/10/1998,10,1998,0,19.4
01/11/1998,11,1998,0,20.4
02/11/1998,11,1998,3,21
03/11/1998,11,1998,15,20.6
04/11/1998,11,1998,0,20.8
05/11/1998,11,1998,0,22.6
06/11/1998,11,1998,0,21
07/11/1998,11,1998,0,22
08/11/1998,11,1998,0,22
09/11/1998,11,1998,2.3,22
10/11/1998,11,1998,0,19
11/11/1998,11,1998,0,21.6
12/11/1998,11,1998,0,21.6
13/11/1998,11,1998,0,20.4
14/11/1998,11,1998,1.1,21.4
15/11/1998,11,1998,0,22
16/11/1998,11,1998,0,22.6
17/11/1998,11,1998,0,21.8
18/11/1998,11,1998,0,21.8
19/11/1998,11,1998,0,22
20/11/1998,11,1998,0,21.8
21/11/1998,11,1998,0,22.6
22/11/1998,11,1998,0,23
23/11/1998,11,1998,0,19.4
24/11/1998,11,1998,0,21.6
25/11/1998,11,1998,6.2,22.6
26/11/1998,11,1998,0,21.6
27/11/1998,11,1998,0.5,23
28/11/1998,11,1998,0,22.6
29/11/1998,11,1998,0,22.2
30/11/1998,11,1998,0,21.8
01/12/1998,12,1998,0,22.6
02/12/1998,12,1998,0,21.9
03/12/1998,12,1998,0,21.8
04/12/1998,12,1998,0,22.2
05/12/1998,12,1998,0,22.4
06/12/1998,12,1998,0,22.6
07/12/1998,12,1998,0,23
08/12/1998,12,1998,0,23.8
09/12/1998,12,1998,0,23
10/12/1998,12,1998,0.6,22.1
11/12/1998,12,1998,6.3,24
12/12/1998,12,1998,0,23.4
13/12/1998,12,1998,0,24.4
14/12/1998,12,1998,0,24.2
15/12/1998,12,1998,0,25
16/12/1998,12,1998,0,24.8
17/12/1998,12,1998,0,24.4
18/12/1998,12,1998,0,25.6
19/12/1998,12,1998,0,23.4
20/12/1998,12,1998,0,24.4
21/12/1998,12,1998,0,23.4
22/12/1998,12,1998,0,24
23/12/1998,12,1998,0,24.4
24/12/1998,12,1998,0,25
25/12/1998,12,1998,0,25
26/12/1998,12,1998,0,24.8
27/12/1998,12,1998,0,23.4
28/12/1998,12,1998,0,22.3
29/12/1998,12,1998,0,22.4
30/12/1998,12,1998,0,23.6
31/12/1998,12,1998,0,21.6
01/01/1999,1,1999,0,23.4
02/01/1999,1,1999,0,23.3
03/01/1999,1,1999,0,24
04/01/1999,1,1999,0,23.4
05/01/1999,1,1999,0,24.6
06/01/1999,1,1999,0,24.8
07/01/1999,1,1999,0,24.4
08/01/1999,1,1999,0,24.2
09/01/1999,1,1999,0,24.8
10/01/1999,1,1999,0,25
11/01/1999,1,1999,0,21
12/01/1999,1,1999,0,25
13/01/1999,1,1999,0,25.4
14/01/1999,1,1999,0,26
15/01/1999,1,1999,0,25.6
16/01/1999,1,1999,0,24.2
17/01/1999,1,1999,0,23.4
18/01/1999,1,1999,0,25.4
19/01/1999,1,1999,0,25
20/01/1999,1,1999,0,NA
21/01/1999,1,1999,0,NA
22/01/1999,1,1999,0,NA
23/01/1999,1,1999,0,22.6
24/01/1999,1,1999,0,22.2
25/01/1999,1,1999,0,22.4
26/01/1999,1,1999,0,24.4
27/01/1999,1,1999,0,25.1
28/01/1999,1,1999,0,26
29/01/1999,1,1999,0,25.2
30/01/1999,1,1999,0,27
31/01/1999,1,1999,0,26
01/02/1999,2,1999,0,26
02/02/1999,2,1999,0,26.1
03/02/1999,2,1999,0,27.1
04/02/1999,2,1999,0.4,24.4
05/02/1999,2,1999,0,25.8
06/02/1999,2,1999,0,26
07/02/1999,2,1999,0,26.4
08/02/1999,2,1999,0,27.2
09/02/1999,2,1999,0,26.6
10/02/1999,2,1999,0,26.4
11/02/1999,2,1999,15.7,24.6
12/02/1999,2,1999,5,20.2
13/02/1999,2,1999,0,22.2
14/02/1999,2,1999,0.1,24
15/02/1999,2,1999,0,23.6
16/02/1999,2,1999,0,26.5
17/02/1999,2,1999,0,25
18/02/1999,2,1999,0,25.4
19/02/1999,2,1999,0,27
20/02/1999,2,1999,0,27
21/02/1999,2,1999,0,26.4
22/02/1999,2,1999,0,27
23/02/1999,2,1999,0,27.8
24/02/1999,2,1999,0,26.5
25/02/1999,2,1999,0,26.3
26/02/1999,2,1999,0,26.5
27/02/1999,2,1999,0,26.6
28/02/1999,2,1999,0,27
01/03/1999,3,1999,2.6,25
02/03/1999,3,1999,0,27
03/03/1999,3,1999,0,25.9
04/03/1999,3,1999,0,26.4
05/03/1999,3,1999,0,25
06/03/1999,3,1999,0,26.6
07/03/1999,3,1999,0,26.9
08/03/1999,3,1999,0,27.4
09/03/1999,3,1999,0.9,27.4
10/03/1999,3,1999,0,27.1
11/03/1999,3,1999,0,26.8
12/03/1999,3,1999,0,27.4
13/03/1999,3,1999,0,26
14/03/1999,3,1999,0,27.2
15/03/1999,3,1999,0,25
16/03/1999,3,1999,0.2,24.8
17/03/1999,3,1999,0,26.2
18/03/1999,3,1999,3.2,25.2
19/03/1999,3,1999,0,27
20/03/1999,3,1999,0,25.4
21/03/1999,3,1999,67.7,24
22/03/1999,3,1999,16.5,20.4
23/03/1999,3,1999,0.9,19.4
24/03/1999,3,1999,0,19.4
25/03/1999,3,1999,0,22.2
26/03/1999,3,1999,0,23.6
27/03/1999,3,1999,0,23.4
28/03/1999,3,1999,0,25.4
29/03/1999,3,1999,0,23.6
30/03/1999,3,1999,22.3,21.4
31/03/1999,3,1999,37,20.2
01/04/1999,4,1999,44.4,16.6
02/04/1999,4,1999,2.3,18.8
03/04/1999,4,1999,4.6,20
04/04/1999,4,1999,0,22.2
05/04/1999,4,1999,0,24
06/04/1999,4,1999,0,24.6
07/04/1999,4,1999,0,24.8
08/04/1999,4,1999,0,25.2
09/04/1999,4,1999,0,26
10/04/1999,4,1999,0.1,26
11/04/1999,4,1999,0,25.8
12/04/1999,4,1999,0,25.2
13/04/1999,4,1999,0,26.2
14/04/1999,4,1999,1.9,25.4
15/04/1999,4,1999,0,25.4
16/04/1999,4,1999,0,24.8
17/04/1999,4,1999,0,25.6
18/04/1999,4,1999,0.8,23.4
19/04/1999,4,1999,5.1,21.8
20/04/1999,4,1999,3.6,21.6
21/04/1999,4,1999,2.7,21.5
22/04/1999,4,1999,1.8,24.5
23/04/1999,4,1999,0.3,22.8
24/04/1999,4,1999,0,25.6
25/04/1999,4,1999,5.6,24
26/04/1999,4,1999,0.4,23.6
27/04/1999,4,1999,0.7,22.2
28/04/1999,4,1999,0.1,22
29/04/1999,4,1999,0.2,23.6
30/04/1999,4,1999,7.5,22.8
01/05/1999,5,1999,0,22.3
02/05/1999,5,1999,0,23.2
03/05/1999,5,1999,12,23.2
04/05/1999,5,1999,0.2,22.5
05/05/1999,5,1999,0.1,22.6
06/05/1999,5,1999,7.3,23.4
07/05/1999,5,1999,1.8,22.5
08/05/1999,5,1999,0.3,22.4
09/05/1999,5,1999,0.5,22.5
10/05/1999,5,1999,1.9,22.4
11/05/1999,5,1999,0.9,21.8
12/05/1999,5,1999,0,21.5
13/05/1999,5,1999,20.8,21
14/05/1999,5,1999,13.2,19
15/05/1999,5,1999,6.1,20.4
16/05/1999,5,1999,6.4,20.8
17/05/1999,5,1999,17.6,21
18/05/1999,5,1999,2,20.2
19/05/1999,5,1999,12.2,19
20/05/1999,5,1999,1.6,18.8
21/05/1999,5,1999,1.2,18.6
22/05/1999,5,1999,26.1,18.4
23/05/1999,5,1999,1,16.6
24/05/1999,5,1999,27.2,18
25/05/1999,5,1999,12,19.4
26/05/1999,5,1999,8.3,19
27/05/1999,5,1999,6.8,18.4
28/05/1999,5,1999,26.5,17
29/05/1999,5,1999,6.9,17
30/05/1999,5,1999,23.4,17.6
31/05/1999,5,1999,11.3,16.4
01/06/1999,6,1999,4,16.8
02/06/1999,6,1999,27.7,20
03/06/1999,6,1999,7.2,19.8
04/06/1999,6,1999,11.6,18
05/06/1999,6,1999,5.4,19.2
06/06/1999,6,1999,10.1,20
07/06/1999,6,1999,11.7,16.4
08/06/1999,6,1999,0,17
09/06/1999,6,1999,5.2,20.2
10/06/1999,6,1999,46.9,19
11/06/1999,6,1999,0.6,15.2
12/06/1999,6,1999,3.2,18.6
13/06/1999,6,1999,21.5,17.6
14/06/1999,6,1999,9.2,16.8
15/06/1999,6,1999,38.8,16.2
16/06/1999,6,1999,10.2,18.6
17/06/1999,6,1999,16.9,17
18/06/1999,6,1999,9.6,14.4
19/06/1999,6,1999,7.5,13.6
20/06/1999,6,1999,0.8,16.4
21/06/1999,6,1999,42.7,14.6
22/06/1999,6,1999,13.6,18.2
23/06/1999,6,1999,33.3,19.2
24/06/1999,6,1999,20.3,18
25/06/1999,6,1999,3.4,18.8
26/06/1999,6,1999,9.8,19.4
27/06/1999,6,1999,15.4,18.8
28/06/1999,6,1999,17.3,15.4
29/06/1999,6,1999,6.6,18.6
30/06/1999,6,1999,0.1,20.8
01/07/1999,7,1999,2.6,20.6
02/07/1999,7,1999,38.3,19.8
03/07/1999,7,1999,11.8,18.2
04/07/1999,7,1999,8.4,18.4
05/07/1999,7,1999,25,19.2
06/07/1999,7,1999,12.7,15.2
07/07/1999,7,1999,0,19.2
08/07/1999,7,1999,10.3,19.4
09/07/1999,7,1999,13.3,17.2
10/07/1999,7,1999,8.1,17.8
11/07/1999,7,1999,2.5,17
12/07/1999,7,1999,3.4,17.8
13/07/1999,7,1999,16.6,18
14/07/1999,7,1999,0.5,16.6
15/07/1999,7,1999,33,20
16/07/1999,7,1999,15.4,19
17/07/1999,7,1999,29.4,17
18/07/1999,7,1999,7.8,13.8
19/07/1999,7,1999,2,16.6
20/07/1999,7,1999,6.4,17.4
21/07/1999,7,1999,0,18.8
22/07/1999,7,1999,40.8,18.4
23/07/1999,7,1999,27.5,18.4
24/07/1999,7,1999,24.3,19.4
25/07/1999,7,1999,5.2,20.4
26/07/1999,7,1999,11.3,18.6
27/07/1999,7,1999,5.3,19.2
28/07/1999,7,1999,7.7,20.2
29/07/1999,7,1999,12.5,21
30/07/1999,7,1999,0,18.4
31/07/1999,7,1999,7,20.8
01/08/1999,8,1999,6.4,20.4
02/08/1999,8,1999,8.2,21.2
03/08/1999,8,1999,9.1,21.4
04/08/1999,8,1999,10.4,19.6
05/08/1999,8,1999,5.8,19.2
06/08/1999,8,1999,14.4,17.6
07/08/1999,8,1999,5.4,19.6
08/08/1999,8,1999,0,19.8
09/08/1999,8,1999,0.7,20.8
10/08/1999,8,1999,5.6,20
11/08/1999,8,1999,16.5,19.4
12/08/1999,8,1999,16.3,17.2
13/08/1999,8,1999,1.2,19.8
14/08/1999,8,1999,2.6,20.2
15/08/1999,8,1999,0.9,20.4
16/08/1999,8,1999,0,20.2
17/08/1999,8,1999,0,20.8
18/08/1999,8,1999,0.2,21
19/08/1999,8,1999,0.1,21
20/08/1999,8,1999,0,21.8
21/08/1999,8,1999,0,21.8
22/08/1999,8,1999,7,19.4
23/08/1999,8,1999,3.4,20.6
24/08/1999,8,1999,9.3,21.2
25/08/1999,8,1999,0.2,20.4
26/08/1999,8,1999,0.1,21
27/08/1999,8,1999,0,21.2
28/08/1999,8,1999,5.7,20.6
29/08/1999,8,1999,3.4,20.8
30/08/1999,8,1999,22.4,18
31/08/1999,8,1999,3.1,19
01/09/1999,9,1999,0,20.8
02/09/1999,9,1999,3.7,21.4
03/09/1999,9,1999,0.1,20
04/09/1999,9,1999,0,21.2
05/09/1999,9,1999,0.1,22.1
06/09/1999,9,1999,0,21.2
07/09/1999,9,1999,0.2,21.6
08/09/1999,9,1999,0,21.4
09/09/1999,9,1999,16.3,21.4
10/09/1999,9,1999,0.2,20.8
11/09/1999,9,1999,0.1,21.1
12/09/1999,9,1999,0,21.4
13/09/1999,9,1999,0.3,19.4
14/09/1999,9,1999,0.2,21.4
15/09/1999,9,1999,0,20.7
16/09/1999,9,1999,0,20.8
17/09/1999,9,1999,0,21
18/09/1999,9,1999,0.1,20.8
19/09/1999,9,1999,0,21.8
20/09/1999,9,1999,0,21.6
21/09/1999,9,1999,0,22.6
22/09/1999,9,1999,0,22.2
23/09/1999,9,1999,0,21.6
24/09/1999,9,1999,0,21.2
25/09/1999,9,1999,0,21
26/09/1999,9,1999,0,22.4
27/09/1999,9,1999,0,22.2
28/09/1999,9,1999,0,21.2
29/09/1999,9,1999,0,21.4
30/09/1999,9,1999,0,21.4
01/10/1999,10,1999,0.2,20.8
02/10/1999,10,1999,0.3,21.6
03/10/1999,10,1999,0,22.8
04/10/1999,10,1999,0,21.4
05/10/1999,10,1999,0,22
06/10/1999,10,1999,0,22.2
07/10/1999,10,1999,0,22.6
08/10/1999,10,1999,0,22.6
09/10/1999,10,1999,0,23.4
10/10/1999,10,1999,0,22.4
11/10/1999,10,1999,0,21.8
12/10/1999,10,1999,0,22
13/10/1999,10,1999,0,22.6
14/10/1999,10,1999,0,23
15/10/1999,10,1999,0,22.8
16/10/1999,10,1999,0,23
17/10/1999,10,1999,0,22.4
18/10/1999,10,1999,0,22.2
19/10/1999,10,1999,0,23.6
20/10/1999,10,1999,0,23
21/10/1999,10,1999,0,22.4
22/10/1999,10,1999,0,22.8
23/10/1999,10,1999,0,23.2
24/10/1999,10,1999,0,23
25/10/1999,10,1999,0,22.6
26/10/1999,10,1999,0,22
27/10/1999,10,1999,0,22
28/10/1999,10,1999,0,22.8
29/10/1999,10,1999,0,22.8
30/10/1999,10,1999,0,22.6
31/10/1999,10,1999,0,23.4
01/11/1999,11,1999,0,24.2
02/11/1999,11,1999,0,23.4
03/11/1999,11,1999,0,22.2
04/11/1999,11,1999,0,23
05/11/1999,11,1999,0,22.8
06/11/1999,11,1999,0,21.8
07/11/1999,11,1999,0,21.6
08/11/1999,11,1999,0,23
09/11/1999,11,1999,0,21
10/11/1999,11,1999,0,23.5
11/11/1999,11,1999,0,21.6
12/11/1999,11,1999,0,21.8
13/11/1999,11,1999,0,22.6
14/11/1999,11,1999,0,21.8
15/11/1999,11,1999,0,21.6
16/11/1999,11,1999,0,22.6
17/11/1999,11,1999,0,22.4
18/11/1999,11,1999,0,22.6
19/11/1999,11,1999,0,23.3
20/11/1999,11,1999,0,22.6
21/11/1999,11,1999,0,23.4
22/11/1999,11,1999,0,23.8
23/11/1999,11,1999,0,23.8
24/11/1999,11,1999,0,22.6
25/11/1999,11,1999,0,24.6
26/11/1999,11,1999,0,24
27/11/1999,11,1999,0,22
28/11/1999,11,1999,0,21.2
29/11/1999,11,1999,26.8,19.2
30/11/1999,11,1999,5.4,18
01/12/1999,12,1999,0,18
02/12/1999,12,1999,0,20.2
03/12/1999,12,1999,0,21.6
04/12/1999,12,1999,0,21.1
05/12/1999,12,1999,0,22
06/12/1999,12,1999,0,22.4
07/12/1999,12,1999,1.3,22.4
08/12/1999,12,1999,1,22.4
09/12/1999,12,1999,0,22.2
10/12/1999,12,1999,0,22.3
11/12/1999,12,1999,0,NA
12/12/1999,12,1999,0,23.4
13/12/1999,12,1999,0,23.4
14/12/1999,12,1999,0,22.6
15/12/1999,12,1999,0,23.6
16/12/1999,12,1999,0,22.2
17/12/1999,12,1999,0,23.2
18/12/1999,12,1999,0,23
19/12/1999,12,1999,0,24.2
20/12/1999,12,1999,0,23.6
21/12/1999,12,1999,0,24.4
22/12/1999,12,1999,0,23
23/12/1999,12,1999,0,22.4
24/12/1999,12,1999,0,23.2
25/12/1999,12,1999,0,NA
26/12/1999,12,1999,0,NA
27/12/1999,12,1999,0,25.4
28/12/1999,12,1999,0,24
29/12/1999,12,1999,0,24.6
30/12/1999,12,1999,0,25.6
31/12/1999,12,1999,0,25
01/01/2000,1,2000,0,24
02/01/2000,1,2000,0,24.6
03/01/2000,1,2000,0,25.2
04/01/2000,1,2000,0,25
05/01/2000,1,2000,0,25.4
06/01/2000,1,2000,0,25.2
07/01/2000,1,2000,0,25.6
08/01/2000,1,2000,0,25.8
09/01/2000,1,2000,0,25.2
10/01/2000,1,2000,0,25.6
11/01/2000,1,2000,0,25.5
12/01/2000,1,2000,0,25.4
13/01/2000,1,2000,0,26
14/01/2000,1,2000,0,25.8
15/01/2000,1,2000,0,25.6
16/01/2000,1,2000,0,26.2
17/01/2000,1,2000,0,25.8
18/01/2000,1,2000,0,24.6
19/01/2000,1,2000,0,25
20/01/2000,1,2000,0,24.6
21/01/2000,1,2000,0,24.2
22/01/2000,1,2000,0,24.8
23/01/2000,1,2000,0,25
24/01/2000,1,2000,0,26.2
25/01/2000,1,2000,0,24.4
26/01/2000,1,2000,0,24
27/01/2000,1,2000,0,24.2
28/01/2000,1,2000,0,23
29/01/2000,1,2000,0,23.6
30/01/2000,1,2000,0,23
31/01/2000,1,2000,0,23.4
01/02/2000,2,2000,0,24.4
02/02/2000,2,2000,0,24
03/02/2000,2,2000,0,24.4
04/02/2000,2,2000,0,24.8
05/02/2000,2,2000,0,25.4
06/02/2000,2,2000,0,25.6
07/02/2000,2,2000,0,26.2
08/02/2000,2,2000,0,26
09/02/2000,2,2000,0,26.8
10/02/2000,2,2000,0,27
11/02/2000,2,2000,0,26.7
12/02/2000,2,2000,0,25
13/02/2000,2,2000,0,24.9
14/02/2000,2,2000,0,25.2
15/02/2000,2,2000,0,25.6
16/02/2000,2,2000,0,25.8
17/02/2000,2,2000,0,25
18/02/2000,2,2000,0,26.2
19/02/2000,2,2000,0,26.8
20/02/2000,2,2000,0,26.6
21/02/2000,2,2000,0,27
22/02/2000,2,2000,0,26.2
23/02/2000,2,2000,0,26.8
24/02/2000,2,2000,0,27.2
25/02/2000,2,2000,0,25.6
26/02/2000,2,2000,0,25
27/02/2000,2,2000,0,25.4
28/02/2000,2,2000,0.4,26.4
29/02/2000,2,2000,0.1,25
01/03/2000,3,2000,1.4,25.8
02/03/2000,3,2000,0,25
03/03/2000,3,2000,0.2,26.6
04/03/2000,3,2000,0,27.4
05/03/2000,3,2000,0.1,25.4
06/03/2000,3,2000,0,25
07/03/2000,3,2000,1.8,24.2
08/03/2000,3,2000,0,23.8
09/03/2000,3,2000,0,25.8
10/03/2000,3,2000,0,25.8
11/03/2000,3,2000,0,24.8
12/03/2000,3,2000,0,24.6
13/03/2000,3,2000,2.7,23.2
14/03/2000,3,2000,0.3,25.8
15/03/2000,3,2000,0.4,24.8
16/03/2000,3,2000,1,22.6
17/03/2000,3,2000,1.1,22.4
18/03/2000,3,2000,0,22.4
19/03/2000,3,2000,0,21.4
20/03/2000,3,2000,0,24.4
21/03/2000,3,2000,0,23.6
22/03/2000,3,2000,0,25.2
23/03/2000,3,2000,0,25.8
24/03/2000,3,2000,3.1,26
25/03/2000,3,2000,0,26
26/03/2000,3,2000,8.5,22.2
27/03/2000,3,2000,0,24.4
28/03/2000,3,2000,0,25.4
29/03/2000,3,2000,0,25.2
30/03/2000,3,2000,0.2,22.8
31/03/2000,3,2000,1.5,25.6
01/04/2000,4,2000,3.9,25.2
02/04/2000,4,2000,10.2,24.4
03/04/2000,4,2000,0,25.4
04/04/2000,4,2000,0,26.2
05/04/2000,4,2000,0,26.6
06/04/2000,4,2000,0,25.3
07/04/2000,4,2000,0,26.8
08/04/2000,4,2000,0,25.2
09/04/2000,4,2000,0.3,26.4
10/04/2000,4,2000,0,26
11/04/2000,4,2000,0.5,24.4
12/04/2000,4,2000,4.3,21.6
13/04/2000,4,2000,6.9,23.4
14/04/2000,4,2000,0,23.6
15/04/2000,4,2000,4.1,23.8
16/04/2000,4,2000,0,22.8
17/04/2000,4,2000,0.8,24
18/04/2000,4,2000,0,24.4
19/04/2000,4,2000,3.4,25.2
20/04/2000,4,2000,1.2,22.6
21/04/2000,4,2000,0,24.2
22/04/2000,4,2000,0,24
23/04/2000,4,2000,0,25.4
24/04/2000,4,2000,0,25.5
25/04/2000,4,2000,0,25.8
26/04/2000,4,2000,0,24.6
